question_id,setting,gold_answer,final_prediction,auto_semantic_correct,auto_format_compliant,auto_answer_reason_consistent,auto_judge_consistent,manual_semantic_correct,manual_format_compliant,manual_answer_reason_consistent,manual_judge_consistent,auto_vs_manual_agreement,notes
16,canonical_order,700,680,False,True,False,True,,,,,,
16,canonical_order,700,680,False,True,False,True,,,,,,
16,canonical_order,700,680,False,True,False,True,,,,,,
16,before_final_reset,700,6100,False,True,False,True,,,,,,
16,before_final_reset,700,6100,False,True,False,True,,,,,,
16,before_final_reset,700,6100,False,True,False,True,,,,,,
16,frozen_transcript_AB,700,3700,False,True,True,True,,,,,,
16,frozen_transcript_AB,700,3700,False,True,True,True,,,,,,
16,frozen_transcript_AB,700,3700,False,True,True,True,,,,,,
16,frozen_transcript_BA,700,7000,False,True,False,True,,,,,,
16,frozen_transcript_BA,700,7000,False,True,False,True,,,,,,
16,frozen_transcript_BA,700,7000,False,True,False,True,,,,,,
16,format_self_check_before_commit,700,,False,False,False,True,,,,,,
16,format_self_check_before_commit,700,,False,False,False,True,,,,,,
16,format_self_check_before_commit,700,,False,False,False,True,,,,,,
17,single_full_information,35,35,True,False,True,True,,,,,,
17,single_full_information,35,35,True,False,True,True,,,,,,
17,single_full_information,35,35,True,False,True,True,,,,,,
17,after_round1,35,,False,False,False,True,,,,,,
17,after_round1,35,,False,False,False,True,,,,,,
17,after_round1,35,,False,False,False,True,,,,,,
17,after_round1_BA,35,,False,False,False,True,,,,,,
17,after_round1_BA,35,,False,False,False,True,,,,,,
17,after_round1_BA,35,,False,False,False,True,,,,,,
17,before_final_transcript,35,,False,False,False,True,,,,,,
17,before_final_transcript,35,,False,False,False,True,,,,,,
17,before_final_transcript,35,,False,False,False,True,,,,,,
17,before_final_transcript_BA,35,,False,False,False,True,,,,,,
17,before_final_transcript_BA,35,,False,False,False,True,,,,,,
17,before_final_transcript_BA,35,,False,False,False,True,,,,,,
17,frozen_transcript_AB,35,,False,False,False,True,,,,,,
17,frozen_transcript_AB,35,,False,False,False,True,,,,,,
17,frozen_transcript_AB,35,,False,False,False,True,,,,,,
17,frozen_transcript_BA,35,,False,False,False,True,,,,,,
17,frozen_transcript_BA,35,,False,False,False,True,,,,,,
17,frozen_transcript_BA,35,,False,False,False,True,,,,,,
17,format_self_check_before_commit,35,,False,False,False,True,,,,,,
17,format_self_check_before_commit,35,,False,False,False,True,,,,,,
17,format_self_check_before_commit,35,,False,False,False,True,,,,,,
18,single_full_information,200,200,True,False,True,True,,,,,,
18,single_full_information,200,200,True,False,True,True,,,,,,
18,single_full_information,200,200,True,False,True,True,,,,,,
18,all_at_start_AB,200,,False,False,False,True,,,,,,
18,all_at_start_AB,200,,False,False,False,True,,,,,,
18,all_at_start_AB,200,,False,False,False,True,,,,,,
18,all_at_start_BA,200,,False,False,False,True,,,,,,
18,all_at_start_BA,200,,False,False,False,True,,,,,,
18,all_at_start_BA,200,,False,False,False,True,,,,,,
18,after_round1_BA,200,,False,False,False,True,,,,,,
18,after_round1_BA,200,,False,False,False,True,,,,,,
18,after_round1_BA,200,,False,False,False,True,,,,,,
18,before_final_transcript,200,,False,False,False,True,,,,,,
18,before_final_transcript,200,,False,False,False,True,,,,,,
18,before_final_transcript,200,,False,False,False,True,,,,,,
18,before_final_transcript_BA,200,3000,False,True,True,True,,,,,,
18,before_final_transcript_BA,200,3000,False,True,True,True,,,,,,
18,before_final_transcript_BA,200,3000,False,True,True,True,,,,,,
18,frozen_transcript_AB,200,300,False,True,False,True,,,,,,
18,frozen_transcript_AB,200,300,False,True,False,True,,,,,,
18,frozen_transcript_AB,200,300,False,True,False,True,,,,,,
18,frozen_transcript_BA,200,3000,False,True,True,True,,,,,,
18,frozen_transcript_BA,200,3000,False,True,True,True,,,,,,
18,frozen_transcript_BA,200,3000,False,True,True,True,,,,,,
18,format_self_check_before_commit,200,60,False,True,False,True,,,,,,
18,format_self_check_before_commit,200,60,False,True,False,True,,,,,,
18,format_self_check_before_commit,200,60,False,True,False,True,,,,,,
19,single_full_information,135,180,False,False,True,True,,,,,,
19,single_full_information,135,180,False,False,True,True,,,,,,
19,single_full_information,135,180,False,False,True,True,,,,,,
19,all_at_start_AB,135,,False,False,False,True,,,,,,
19,all_at_start_AB,135,,False,False,False,True,,,,,,
19,all_at_start_AB,135,,False,False,False,True,,,,,,
19,all_at_start_BA,135,,False,False,False,True,,,,,,
19,all_at_start_BA,135,,False,False,False,True,,,,,,
19,all_at_start_BA,135,,False,False,False,True,,,,,,
19,after_round1,135,,False,False,False,True,,,,,,
19,after_round1,135,,False,False,False,True,,,,,,
19,after_round1,135,,False,False,False,True,,,,,,
19,after_round1_BA,135,,False,False,False,True,,,,,,
19,after_round1_BA,135,,False,False,False,True,,,,,,
19,after_round1_BA,135,,False,False,False,True,,,,,,
19,before_final_transcript,135,,False,False,False,True,,,,,,
19,before_final_transcript,135,,False,False,False,True,,,,,,
19,before_final_transcript,135,,False,False,False,True,,,,,,
19,before_final_transcript_BA,135,,False,False,False,True,,,,,,
19,before_final_transcript_BA,135,,False,False,False,True,,,,,,
19,before_final_transcript_BA,135,,False,False,False,True,,,,,,
19,canonical_order,135,45,False,False,True,True,,,,,,
19,canonical_order,135,45,False,False,True,True,,,,,,
19,canonical_order,135,45,False,False,True,True,,,,,,
19,before_final_reset,135,15,False,True,False,True,,,,,,
19,before_final_reset,135,15,False,True,False,True,,,,,,
19,before_final_reset,135,15,False,True,False,True,,,,,,
19,frozen_transcript_AB,135,,False,False,False,True,,,,,,
19,frozen_transcript_AB,135,,False,False,False,True,,,,,,
19,frozen_transcript_AB,135,,False,False,False,True,,,,,,
19,frozen_transcript_BA,135,,False,False,False,True,,,,,,
19,frozen_transcript_BA,135,,False,False,False,True,,,,,,
19,frozen_transcript_BA,135,,False,False,False,True,,,,,,
19,format_self_check_before_commit,135,,False,False,False,True,,,,,,
19,format_self_check_before_commit,135,,False,False,False,True,,,,,,
19,format_self_check_before_commit,135,,False,False,False,True,,,,,,
20,single_full_information,43,43,True,False,True,True,,,,,,
20,single_full_information,43,43,True,False,True,True,,,,,,
20,single_full_information,43,43,True,False,True,True,,,,,,
20,all_at_start_AB,43,,False,False,False,True,,,,,,
20,all_at_start_AB,43,,False,False,False,True,,,,,,
20,all_at_start_AB,43,,False,False,False,True,,,,,,
20,all_at_start_BA,43,,False,False,False,True,,,,,,
20,all_at_start_BA,43,,False,False,False,True,,,,,,
20,all_at_start_BA,43,,False,False,False,True,,,,,,
20,after_round1,43,37,False,True,False,True,,,,,,
20,after_round1,43,37,False,True,False,True,,,,,,
20,after_round1,43,37,False,True,False,True,,,,,,
20,before_final_transcript,43,30,False,True,False,True,,,,,,
20,before_final_transcript,43,30,False,True,False,True,,,,,,
20,before_final_transcript,43,30,False,True,False,True,,,,,,
20,before_final_transcript_BA,43,30,False,True,True,True,,,,,,
20,before_final_transcript_BA,43,30,False,True,True,True,,,,,,
20,before_final_transcript_BA,43,30,False,True,True,True,,,,,,
20,canonical_order,43,30,False,True,False,True,,,,,,
20,canonical_order,43,30,False,True,False,True,,,,,,
20,canonical_order,43,30,False,True,False,True,,,,,,
20,frozen_transcript_AB,43,37,False,True,True,True,,,,,,
20,frozen_transcript_AB,43,37,False,True,True,True,,,,,,
20,frozen_transcript_AB,43,37,False,True,True,True,,,,,,
20,frozen_transcript_BA,43,30,False,True,True,True,,,,,,
20,frozen_transcript_BA,43,30,False,True,True,True,,,,,,
20,frozen_transcript_BA,43,30,False,True,True,True,,,,,,
20,format_self_check_before_commit,43,,False,False,False,True,,,,,,
20,format_self_check_before_commit,43,,False,False,False,True,,,,,,
20,format_self_check_before_commit,43,,False,False,False,True,,,,,,
